"","HR","95% CI","Lower 95% CI","Upper 95% CI","Hazard Ratio (95% CI)","pValue","Rounded P-value","Sig"
"ESR1_TERT","0.843","(0.65 to 1.09)",0.65,1.09,"0.84   (0.65 to 1.09)",0.197609,"0.198","N.S"
